"Идентификатор","Комнатность","Новостройка","Метро.Район","Время.до.метро","Улица","Дом","Этаж","Этажность","Площадь.общая","Площадь.жилая","Площадь.кухни","Ценавруб.","Ценавдолл.","Ценавевро","Источник.получения","Дата.объявления","Контакты","На.сайте","Описание"
24011248,2,"Нет","Киевская",10,"Пырьева","2","9",10,111,0,NA,32745000,930784,687331,"CENTURY 21","22.01.2014 6:35:11","Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:p.donec@c21russia.com","","Квартира 2-комн., общ.пл.-111.00, жил.пл.-0.00, кухня-?, метро или район:Киевская, 10 мин. п, адрес:Москва, Пырьева, 2, этаж/этажность -9/10, Квартира в ЖК Дом на Мосфильмовской, корпус Б, виды на Юго-Запад,Воробьёвы горы, Гольф поле, Раменки, Посольство., Цена:32.745 млн. руб."
24013119,2,"Да","Киевская",10,"Пырьева","2","9",7,111,0,NA,32745000,930784,687331,"CENTURY 21","22.01.2014 6:35:11","Тел.: +7 (903) 175-50-88, http://http://zapad.c21russia.com/, mailto:m.bespalov@c21russia.com","","Квартира 2-комн., общ.пл.-111.00, жил.пл.-0.00, кухня-?, метро или район:Киевская, 10 мин. п, адрес:Москва, Пырьева, 2/2с14, этаж/этажность -9/7, новостройка, ЖК Дом на Мосфильмовской, корпус Б, этаж 9, тип 3, Актуальность: 30 дек '13. Информация: 2-ком Вид из окон: id 309 Юго-Запад,Воробьёвы горы, Гольф поле, Раменки, Посольство, О комплексе: от м. Киевская и Университет -10 мин транспортом., ипотека от ВТБ и других банков. В наличии машиноместа и 100 квартир в продаже от физ лиц, звоните!, ..."
24002280,2,"Да","Киевская",10,"Мосфильмовская","7","16",47,98,80,10,32900000,935190,690584,"CENTURY 21","22.01.2014 6:20:24","Тел.: 89104627605, http://http://zapad.c21russia.com/, mailto:4627605@mail.ru","","Квартира 2-комн., общ.пл.-98.40, жил.пл.-80.00, кухня-10, метро или район:Киевская, 10 мин. п, адрес:Москва, Мосфильмовская, 7, этаж/этажность -16/47, новостройка, ЖК класса де-люкс Дом на Мосфильмовской построен по индивидуальному проекту в престижном, экологически чистом районе. Корпус А, тип 5, на 16 этаже. В квартире панорамные окна с видом на Центр, Сити, р. Москва. Свободная планировка, без отделки. Высота потолков 3.3 м. Новейшее инженерное оснащение. Подземный паркинг на 402 м/места, ..."
24013038,2,"Да","Киевская",10,"Пырьева","2","10",47,98,0,NA,32924000,935872,691088,"CENTURY 21","22.01.2014 6:35:11","Тел.: +7 (903) 175-50-88, http://http://zapad.c21russia.com/, mailto:m.bespalov@c21russia.com","","Квартира 2-комн., общ.пл.-98.00, жил.пл.-0.00, кухня-?, метро или район:Киевская, 10 мин. п, адрес:Москва, Пырьева, 2/2с14, этаж/этажность -10/47, новостройка, ЖК Дом на Мосфильмовской, корпус А, этаж 10, тип 5, Актуальность: 30 дек '13. Информация: 2-ком Вид из окон: кв 39.Центр, СИТИ,Лужники,р.Москва, О комплексе: от м. Киевская и Университет -10 мин транспортом., ипотека от ВТБ и других банков. В наличии машиноместа и 100 квартир в продаже от физ лиц, звоните!, Цена:32.924 млн. руб."
24011036,2,"Нет","Киевская",10,"Пырьева","5","10",47,97,0,NA,32924000,935872,691088,"CENTURY 21","22.01.2014 6:35:11","Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:p.donec@c21russia.com","","Квартира 2-комн., общ.пл.-97.00, жил.пл.-0.00, кухня-?, метро или район:Киевская, 10 мин. п, адрес:Москва, Пырьева, 5/2, этаж/этажность -10/47, Продается квартира в элитном комплексе ЖК дом на мосфильмовской. виды из окон: Центр, СИТИ,Лужники,р.Москва., Цена:32.924 млн. руб."
24013037,2,"Да","Киевская",10,"Пырьева","2","10",47,98,0,NA,32924000,935872,691088,"CENTURY 21","22.01.2014 6:35:11","Тел.: +7 (903) 175-50-88, http://http://zapad.c21russia.com/, mailto:m.bespalov@c21russia.com","","Квартира 2-комн., общ.пл.-98.00, жил.пл.-0.00, кухня-?, метро или район:Киевская, 10 мин. п, адрес:Москва, Пырьева, 2/2с14, этаж/этажность -10/47, новостройка, ЖК Дом на Мосфильмовской, корпус А, этаж 10, тип 5, Актуальность: 30 дек '13. Информация: 2-ком Вид из окон: кв 39.Центр, СИТИ,Лужники,р.Москва, О комплексе: от м. Киевская и Университет -10 мин транспортом., ипотека от ВТБ и других банков. В наличии машиноместа и 100 квартир в продаже от физ лиц, звоните!, Цена:32.924 млн. руб."
23992596,1,"Да","Парк культуры",10,"Льва Толстого","23","3",4,73,0,NA,32940000,936327,691424,"CENTURY 21","22.01.2014 6:20:24","Тел.: +7(916)044-88-09, http://http://elvert.c21russia.com/, mailto:ekaterina.sapozhnikova@c21russia.com","","Квартира 1-комн., общ.пл.-73.00, жил.пл.-0.00, кухня-?, метро или район:Парк культуры, 10 мин. п, адрес:Москва, Льва Толстого, 23, этаж/этажность -3/4, новостройка, Квартиры в ЖК ""Литератор""-это новое качество жизни в Москве.Жилой комплекс расположен в тихом квартале всего в 300 метрах от Садового кольца с удобными выездами в центр Москвы и к ТТК.Территория комплекса — это большая, закрытая от сквозного проезда автомобилей, пешеходная зона — тихая, зеленая и комфортная.Малоэтажная застройка  ..."
24013565,1,"Нет","Чистые пруды",10,"Покровка","9","4",5,57,0,NA,3.3e+07,938032,692683,"CENTURY 21","22.01.2014 6:35:11","Тел.: +7(916)345-67-09, http://http://panorama.c21russia.com/, mailto:e.usova@c21russia.com","","Квартира 1-комн., общ.пл.-57.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, Покровка, 9/2, этаж/этажность -4/5, Квартира под чистовую отделку в полностью реконструированном пятиэтажном элитном клубном доме. В доме всего 12 квартир. Тихий исторический центр Москвы, огороженная, охраняемая территория, сквер с зелёными насаждениями и детской площадкой. Собственная парковка на 20 машин. В доме выполнены все работы по отделке лестничных холлов: стены отделаны ве ..."
22930454,2,"Нет","Пушкинская",12,"Бронная М.","10","2",4,94,53.7,40,3.3e+07,963222,711284,"ИНКОМ-Недвижимость","31.08.2013 13:05:10","Тел.: +7(495)363-99-63, mailto:mk_mr@incom.ru","http://www.incom.ru/sale-realty/flats/lot/?L=вт-0226983&ir=bazaincom","Квартира 2-комн., общ.пл.-94.70, жил.пл.-53.70, кухня-40.00, метро или район:Пушкинская, 12 мин. п, адрес:Москва, Бронная М., 10/2, этаж/этажность -2/4, телефон-ЕСТЬ, санузел-2 с/у, Лот: вт-0226983, евроремонт, кухня-гостинная 40кв. м., удобная планировка, респектабельные соседи, сделан кап. ремонт дома, квартира в историческом центре Москвы, тихое место, рядом Патриаршие пруды Содействие в получении специальных условий и преференций по ипотеке., Цена:33 млн. руб.|963.222 тыс.$|711.284 тыс. евро"
24008631,2,"Нет","Цветной бульвар",10,"Петровка","19","3",5,90,0,NA,3.3e+07,938032,692683,"CENTURY 21","22.01.2014 6:35:11","Тел.: +7(915)207-21-11, http://http://zapad.c21russia.com/, mailto:s.launov@c21russia.com","","Квартира 2-комн., общ.пл.-90.00, жил.пл.-0.00, кухня-?, метро или район:Цветной бульвар, 10 мин. п, адрес:Москва, Петровка, 19/5, этаж/этажность -3/5, кирпичный дом прошлого века на 16 квартир после реконструкции отличный ремонт потолок 3,5 окна двор спальня 20м кухня гостинная 55м газовая кондиционер теплые полы колонка, Цена:33 млн. руб."
22930450,3,"Нет","Пушкинская",12,"Бронная М.","10","2",4,94,53.7,40,3.3e+07,963222,711284,"ИНКОМ-Недвижимость","31.08.2013 13:05:10","Тел.: +7(495)363-99-63, mailto:mk_mr@incom.ru","http://www.incom.ru/sale-realty/flats/lot/?L=вт-0226652&ir=bazaincom","Квартира 3-комн., общ.пл.-94.70, жил.пл.-53.70, кухня-40.00, метро или район:Пушкинская, 12 мин. п, адрес:Москва, Бронная М., 10/2, этаж/этажность -2/4, телефон-ЕСТЬ, санузел-2 с/у, Лот: вт-0226652, евроремонт, кухня-гостинная 40кв. м., удобная планировка, респектабельные соседи, сделан кап. ремонт дома, квартира в историческом центре Москвы, тихое место, рядом Патриаршие пруды Содействие в получении специальных условий и преференций по ипотеке., Цена:33 млн. руб.|963.222 тыс.$|711.284 тыс. евро"
23210438,3,"Нет","Маяковская",10,"Садовая-Кудринская","28/30","6",7,105,65,9,3.3e+07,963222,711284,"ИНКОМ-Недвижимость","28.09.2013 13:50:09","Тел.: +7(495)363-10-32, mailto:mk_vn@incom.ru","http://www.incom.ru/sale-realty/flats/lot/?L=вт-0244291&ir=bazaincom","Квартира 3-комн., общ.пл.-105.00, жил.пл.-65.00, кухня-9.00, метро или район:Маяковская, 10 мин. п, адрес:Москва, Садовая-Кудринская, 28/30, этаж/этажность -6/7, балкон:БЛ, санузел-разд., Лот: вт-0244291, квартира в сталинском кирпичном доме 1947 года, ""Сталинский ампир"" архитектор Л. В. Руднев, 700 м. от м. Маяковская, пардный подъезд имеет второй выход в закрытый двор с автостоянкой и выходом к Патриаршим Прудам, дом и подъезд в отличном состоянии, в квартире большие комнаты, высота потолк ..."
23731663,3,"Нет","Арбатская",5,"Арбат","30/3","2",5,85,46,11.5,3.3e+07,963222,711284,"ИНКОМ-Недвижимость","22.11.2013 12:20:37","Тел.: +7(495)363-04-33, mailto:mk_kr@incom.ru","http://www.incom.ru/sale-realty/flats/lot/?L=вт-0238816&ir=bazaincom","Квартира 3-комн., общ.пл.-85.10, жил.пл.-46.00, кухня-11.50, метро или район:Арбатская, 5 мин. п, адрес:Москва, Арбат, 30/3/1, этаж/этажность -2/5, балкон:Б, телефон-ЕСТЬ, санузел-разд., Лот: вт-0238816, Эксклюзивное предложение, центр москвы, старый арбат, квартира с евроремонтом, дом после капит. ремонта, перекрытия ж/б, потолки 3,30, окна абрат двор, гардеробная, холл, уютная кухня и спальня и окна во двор, свободная продажа Содействие в получении специальных условий и преференций по ипот ..."
23734246,3,"Нет","Трубная",5,"Печатников пер","3","4",6,90,65,12,3.3e+07,963222,711284,"ИНКОМ-Недвижимость","23.11.2013 12:36:04","Тел.: +7(495)363-18-18, mailto:mk_tr@incom.ru","http://www.incom.ru/sale-realty/flats/lot/?L=вт-0248992&ir=bazaincom","Квартира 3-комн., общ.пл.-90.00, жил.пл.-65.00, кухня-12.00, метро или район:Трубная, 5 мин. п, адрес:Москва, Печатников пер, 3/1, этаж/этажность -4/6, балкон:Б, санузел-разд., Лот: вт-0248992, Тихий исторический центр, дом бизнес-класса, входная группа-мрамор, охрана, подземный паркинг, свой двор, собственность, возможность покупки в рассрочку, агентам-бонус, 8-910-440-96-91, Цена:33 млн. руб.|963.222 тыс.$|711.284 тыс. евро"
23734247,3,"Нет","Цветной бульвар",5,"Печатников пер","3","4",6,90,65,12,3.3e+07,963222,711284,"ИНКОМ-Недвижимость","23.11.2013 12:36:04","Тел.: +7(495)363-18-18, mailto:mk_tr@incom.ru","http://www.incom.ru/sale-realty/flats/lot/?L=вт-0249003&ir=bazaincom","Квартира 3-комн., общ.пл.-90.00, жил.пл.-65.00, кухня-12.00, метро или район:Цветной бульвар, 5 мин. п, адрес:Москва, Печатников пер, 3/1, этаж/этажность -4/6, балкон:Б, санузел-разд., Лот: вт-0249003, Тихий исторический центр, дом бизнес-класса, входная группа-мрамор, охрана, подземный паркинг, свой двор, собственность, возможность покупки в рассрочку, агентам-бонус, 8-910-440-96-91, Цена:33 млн. руб.|963.222 тыс.$|711.284 тыс. евро"
24008658,3,"Да","Добрынинская",10,"3-й Люсиновский пер","5","3",12,110,0,NA,3.3e+07,938032,692683,"CENTURY 21","22.01.2014 6:35:11","Тел.: +7(915)207-21-11, http://http://zapad.c21russia.com/, mailto:s.launov@c21russia.com","","Квартира 3-комн., общ.пл.-110.00, жил.пл.-0.00, кухня-?, метро или район:Добрынинская, 10 мин. п, адрес:Москва, 3-й Люсиновский пер, 5, этаж/этажность -3/12, новостройка, отличная 3-х комнатная квартира в премиальном жк английский квартал 110метров 33млн на 3 этаже в 21 секции круглосуточная охрана паркинг варианты, Цена:33 млн. руб."
23734239,6,"Нет","Китай-город",7,"Ивановский М. пер","11/6","1",3,143,99.8,12.5,3.3e+07,963222,711284,"ИНКОМ-Недвижимость","23.11.2013 12:36:04","Тел.: +7(495)228-07-77, mailto:mk_nsl@incom.ru","http://www.incom.ru/sale-realty/flats/lot/?L=вт-0248104&ir=bazaincom","Квартира 6-комн., общ.пл.-143.30, жил.пл.-99.80, кухня-12.50, метро или район:Китай-город, 7 мин. п, адрес:Москва, Ивановский М. пер, 11/6/1, этаж/этажность -1/3, санузел-разд., Лот: вт-0248104, просторная светлая квартира, интересная планировка, окна на 2 стороны, дом - ценный градоформирующий объект, расположен в историческом и культурном центре Москвы, в 5 мин/ходьбы от Красной площади., Цена:33 млн. руб.|963.222 тыс.$|711.284 тыс. евро"
23210442,7,"Нет","Новокузнецкая",3,"Пятницкая","9/28","3",3,145,103.1,18,3.3e+07,963222,711284,"ИНКОМ-Недвижимость","28.09.2013 14:05:06","Тел.: +7(495)363-25-55, mailto:mk_db@incom.ru","http://www.incom.ru/sale-realty/flats/lot/?L=вт-0244322&ir=bazaincom","Квартира 7-комн., общ.пл.-145.40, жил.пл.-103.10, кухня-18.00, метро или район:Новокузнецкая, 3 мин. п, адрес:Москва, Пятницкая, 9/28/1, этаж/этажность -3/3, телефон-ЕСТЬ, санузел-разд., Лот: вт-0244322, Внимание Инвесторам! Квартира идеально подходит под хостел, очень красивый особняк, исторический центр Москвы, 5 мин до Кремля, Третьяковской галереи и до набережной, в подъезде всего две квартиры, первые два этажа нежилые, проект полностью окупается за 3-4 года., Цена:33 млн. руб.|963.222 т ..."
24043650,3,"Нет","Октябрьская",10,"ул. Мытная, д. 7","","4",12,109,NA,NA,33049800,939448,693728,"Н&Ц","31.01.2014 4:35:10","Тел.: 8-926-204-5373, http://www.elitnie-kvartiri-v-moskve.ru","","Квартира 3-комн., общ.пл.-109.8, жил.пл.-?, кухня-?, метро или район:Октябрьская, 10 мин. пеш., адрес:Москва, ул. Мытная, д. 7, , этаж/этажность -4/12, ЖК «Английский квартал» премиум класса, р-н Замоскворечье, дом сдан, паркинг, охраняемая тер-я., Цена:33.0498 млн. руб."
24005225,3,"Да","Серпуховская",10,"Мытная","7","3",14,110,0,NA,33049800,939448,693728,"CENTURY 21","22.01.2014 6:20:24","Тел.: +7(925)054-48-30, http://http://zapad.c21russia.com/, mailto:e.moeser@c21russia.com","","Квартира 3-комн., общ.пл.-110.00, жил.пл.-0.00, кухня-?, метро или район:Серпуховская, 10 мин. п, адрес:Москва, Мытная, 7, этаж/этажность -3/14, новостройка, В ЖК Английский квартал в Центральном округе столицы!5 мин. пешком от метро Добрынинская!Благоустроенная,огороженная,охраняемая территория,вход по пропускам жильцов!Подземный паркинг!Есть предложения во всех корпусах!Подробнее смотрите на сайте Звоните по любому вопросу!, Цена:33.0498 млн. руб."
23485936,6,"Нет","Красные Ворота",2,"Садовая-Спасская","19","6",8,143,89,15,33200000,969060,715595,"ИНКОМ-Недвижимость","22.10.2013 12:21:00","Тел.: +7(495)228-07-77, mailto:mk_nsl@incom.ru","http://www.incom.ru/sale-realty/flats/lot/?L=вт-0212040&ir=bazaincom","Квартира 6-комн., общ.пл.-143.00, жил.пл.-89.00, кухня-15.00, метро или район:Красные Ворота, 2 мин. п, адрес:Москва, Садовая-Спасская, 19/1, этаж/этажность -6/8, балкон:2Б, телефон-ЕСТЬ, санузел-разд., Лот: вт-0212040, просторная коммунальная квартира в историческом здании в центре Москвы, дом 1906 г.постр., прекрасный подъезд, вход с Садово-Спасской ул., состоятельное окружение, солидные соседи, кв-ра требует ремонта, потолки 3,20 м, 5 собств-в, домофон, 2 лифта, разъезд., Цена:33.2 млн. р ..."
23967405,2,"Да","Курская",NA,"Наставнический пер","","4",9,95,NA,NA,33249540,945126,697921,"""Азбука Жилья""","16.01.2014 5:35:59","Тел.: +7 (495) 795-09-08, http://http://www.azbuka-novostr.ru","http://www.azbuka-novostr.ru/object/74882","Квартира 2-комн., общ.пл.-95.82, жил.пл.-?, кухня-?, метро или район:Курская, адрес:Москва, Наставнический пер, 3, этаж/этажность -4/9, новостройка, Цена:33.24954 млн. руб."
20516884,3,"Нет","Парк культуры",NA,"Комсомольский пр-т","9А","6",6,72,NA,NA,33313000,946930,699253,"Усадьба (Миэль)","18.12.2012 9:05:19","Тел.: (495) 777-07-70, http://usadba.ru","http://usadba.ru/city_sale/apartment/frunzenskaya-smolenskaya/6856.html","Квартира 3-комн., общ.пл.-72,71, жил.пл.-?, кухня-?, метро или район:Парк культуры, адрес:Москва, Комсомольский пр-т, 9А, этаж/этажность -6/6, Мансарда 72,71 кв.м. свободной планировки в ЖК «Николаевский дом» «Николаевский дом» - шестиэтажный особняк, расположенный в Хамовниках. Престижный исторический район Москвы с многочисленными достопримечательностями и развитой инфраструктурой, удобным расположением и сервисом бизнес-класса. В здании предусмотрены три подъезда, в каждом из которых обор ..."
22934669,2,"Нет","Смоленская",5,"Ружейный пер.","3","9",16,56,39.8,11,33421000,950000,701520,"ООО ""ЛюксДом""","02.09.2013 19:35:05","Тел.: 231-4400, http://www.luxdom.ru, mailto:info@luxdom.ru","http://www.luxdom.ru/object.php?objectID=EL209/&sa=buy","Квартира 2-комн., общ.пл.-56, жил.пл.-39.8, кухня-11, метро или район:Смоленская, 5 мин. п, адрес:Москва, Ружейный пер., 3, этаж/этажность -9/16, ЖК ""Смоленская застава"". Качественный ремонт в современном стиле, мебель. Очень практично спланирована: кухня-гостиная, кабинет на теплом балконе, спальня с санузлом и гардеробной, гостевой санузел. Ремонт делали для себя, никто не жил. Очень уютная, тихая, рациональная квартира - маленькое гнездышко в центре Москвы. В комплексе размещен ряд объект ..."
24009440,2,"Да","Киевская",10,"Мосфильмовская","8","12",47,110,65,18,33421000,950000,701520,"CENTURY 21","22.01.2014 6:35:11","Тел.: 8(495) 514-5122, http://http://zapad.c21russia.com/, mailto:a.ilendeev@c21russia.com","","Квартира 2-комн., общ.пл.-110.00, жил.пл.-65.00, кухня-18, метро или район:Киевская, 10 мин. п, адрес:Москва, Мосфильмовская, 8, этаж/этажность -12/47, новостройка, Собственность получена. Квартира находится в Корпусе А. Угловая планировка. 7 окон в квартире. Вид на Восток, на Центр Москвы. ЖК «Дом на Мосфильмовской» эффектный небоскреб, расположенный в одном из самых респектабельных районов столицы, на Воробьевых горах. Жилой комплекс состоит из двух башен разной формы, соединенных между со ..."
24008023,3,"Да","Киевская",10,"Мосфильмовская","8","12",47,110,65,18,33421000,950000,701520,"CENTURY 21","22.01.2014 6:20:24","Тел.: 8(495) 514-5122, http://http://zapad.c21russia.com/, mailto:a.ilendeev@c21russia.com","","Квартира 3-комн., общ.пл.-110.00, жил.пл.-65.00, кухня-18, метро или район:Киевская, 10 мин. п, адрес:Москва, Мосфильмовская, 8, этаж/этажность -12/47, новостройка, Собственность получена. Квартира находится в Корпусе А. Угловая планировка. 7 окон в квартире. Вид на Восток, на Центр Москвы. ЖК «Дом на Мосфильмовской» - эффектный небоскреб, расположенный в одном из самых респектабельных районов столицы, на Воробьевых горах. Жилой комплекс состоит из двух башен разной формы, соединенных между  ..."
24011037,2,"Нет","Киевская",10,"Пырьева","5","22",47,97,0,NA,33481000,951705,702779,"CENTURY 21","22.01.2014 6:35:11","Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:p.donec@c21russia.com","","Квартира 2-комн., общ.пл.-97.00, жил.пл.-0.00, кухня-?, метро или район:Киевская, 10 мин. п, адрес:Москва, Пырьева, 5/2, этаж/этажность -22/47, Продается квартира в жилом комплексе дом на мосфильмосвской. Квартира без отделки виды на: Юго-Запад,МГУ, Воробьёвы горы, Раменки.., Цена:33.481 млн. руб."
24013039,2,"Да","Киевская",10,"Пырьева","2","22",47,98,0,NA,33481000,951705,702779,"CENTURY 21","22.01.2014 6:35:11","Тел.: +7 (903) 175-50-88, http://http://zapad.c21russia.com/, mailto:m.bespalov@c21russia.com","","Квартира 2-комн., общ.пл.-98.00, жил.пл.-0.00, кухня-?, метро или район:Киевская, 10 мин. п, адрес:Москва, Пырьева, 2/2с14, этаж/этажность -22/47, новостройка, ЖК Дом на Мосфильмовской, корпус А, этаж 22, тип 2, Актуальность: 30 дек '13. Информация: 2-ком Вид из окон: id 112 Юго-Запад,МГУ, Воробьёвы горы, Раменки, О комплексе: Де Люкс комплекс в ЗАО. возможна ипотека от ВТБ. паркинг, нежилые помещения и около 120 предложений квартир, во многих собственность, звоните!, Цена:33.481 млн. руб."
24042600,3,"Нет","Курская",10,"Наставнический пер., д. 3","","4",10,106,NA,NA,33550650,953685,704241,"Н&Ц","31.01.2014 4:35:10","Тел.: 8-926-204-5373, http://www.elitnie-kvartiri-v-moskve.ru","","Квартира 3-комн., общ.пл.-106.5, жил.пл.-?, кухня-?, метро или район:Курская, 10 мин. пеш., адрес:Москва, Наставнический пер., д. 3, , этаж/этажность -4/10, ЖК «Royal House on Yauza» премиум класса, ЦАО, сдача 4 кв. 2013 г. Паркинг, охр. тер-я., Цена:33.55065 млн. руб."
24011249,2,"Нет","Киевская",10,"Пырьева","2","8",10,106,0,NA,33566000,954121,704564,"CENTURY 21","22.01.2014 6:35:11","Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:p.donec@c21russia.com","","Квартира 2-комн., общ.пл.-106.00, жил.пл.-0.00, кухня-?, метро или район:Киевская, 10 мин. п, адрес:Москва, Пырьева, 2, этаж/этажность -8/10, Квартира в доме на мосфильмовской. Корпус Б, квартира в собственности, виды на Юго-Запад, Воробьёвы горы, Раменки, Гольф поле., Цена:33.566 млн. руб."
24013121,2,"Да","Киевская",10,"Пырьева","2","8",7,107,0,NA,33566000,954121,704564,"CENTURY 21","22.01.2014 6:35:11","Тел.: +7 (903) 175-50-88, http://http://zapad.c21russia.com/, mailto:m.bespalov@c21russia.com","","Квартира 2-комн., общ.пл.-107.00, жил.пл.-0.00, кухня-?, метро или район:Киевская, 10 мин. п, адрес:Москва, Пырьева, 2/2с14, этаж/этажность -8/7, новостройка, ЖК Дом на Мосфильмовской, корпус Б, этаж 8, тип 2, Актуальность: 30 дек '13. Информация: 2-ком Вид из окон: id 302 Юго-Запад, Воробьёвы горы, Раменки, Гольф поле СОБСТВЕННОСТЬ , О комплексе: Де Люкс комплекс в ЗАО. возможна ипотека от ВТБ. паркинг, нежилые помещения и около 120 предложений квартир, во многих собственность, звоните!, Це ..."
23994527,3,"Да","Добрынинская",10,"Мытная","13","3",11,116,85,10,33668500,957035,706715,"CENTURY 21","22.01.2014 6:20:24","Тел.: 89104627605, http://http://zapad.c21russia.com/, mailto:4627605@mail.ru","","Квартира 3-комн., общ.пл.-116.40, жил.пл.-85.00, кухня-10, метро или район:Добрынинская, 10 мин. п, адрес:Москва, Мытная, 13, этаж/этажность -3/11, новостройка, Ж/К ""Английский квартал"", бизнес-класс, огороженная территория, подземный паркинг. Дорогая отделка входной группы. Комплекс построен идут отделочные работы, ключи и заселение февраль 2013г. Лудшее предложение: 3-х комнатная квартира общей площадью 116.4 кв.м на 3 этаже в 14 секции третьего типа. Высота потолков 3.50 м , отличная план ..."
24001855,3,"Да","Добрынинская",10,"Мытная","7","3",14,116,0,NA,33668500,957035,706715,"CENTURY 21","22.01.2014 6:20:24","Тел.: +7(916)1115760, http://http://zapad.c21russia.com/, mailto:e.hohlov@c21russia.com","","Квартира 3-комн., общ.пл.-116.50, жил.пл.-0.00, кухня-?, метро или район:Добрынинская, 10 мин. п, адрес:Москва, Мытная, 7, этаж/этажность -3/14, новостройка, Лучший архитектурный проект 2012! Потолки более 3-х метров, окна (дерево-алюминиевые 2-камерные стеклопакеты). Свободная планировка. Охраняемая территория. 2-х уровневый подземный паркинг (1200 машиномест) оснащен системой видеонаблюдения, пожаротушения, автомойкой, системой мойки колес. 4 Га оборудованной уютной зеленой территории. Мон ..."
24001909,3,"Да","Добрынинская",10,"Мытная","7","3",14,116,0,NA,33668500,957035,706715,"CENTURY 21","22.01.2014 6:20:24","Тел.: +7(916)1115760, http://http://zapad.c21russia.com/, mailto:e.hohlov@c21russia.com","","Квартира 3-комн., общ.пл.-116.50, жил.пл.-0.00, кухня-?, метро или район:Добрынинская, 10 мин. п, адрес:Москва, Мытная, 7, этаж/этажность -3/14, новостройка, Продаётся 3-комн. квартира в новостройке. Современный монолитно-кирпичный дом английского стиля в тихом месте центра Столицы с огороженной, охраняемой уютной территорией и подземным 2-уровневым паркингом (1200 машиномест), оснащенный системой видеонаблюдения, пожаротушения, автомойкой, системой мойки колес. Панорамное остекление. В 10-1 ..."
24007219,3,"Да","Добрынинская",10,"Мытная","7","3",14,116,0,NA,33668500,957035,706715,"CENTURY 21","22.01.2014 6:20:24","Тел.: +7(916)1115760, http://http://zapad.c21russia.com/, mailto:e.hohlov@c21russia.com","","Квартира 3-комн., общ.пл.-116.50, жил.пл.-0.00, кухня-?, метро или район:Добрынинская, 10 мин. п, адрес:Москва, Мытная, 7, этаж/этажность -3/14, новостройка, Лучший архитектурный проект 2012! Потолки более 3-х метров, окна (дерево-алюминиевые 2-камерные стеклопакеты). Свободная планировка. Охраняемая территория. 2-х уровневый подземный паркинг (1200 машиномест) оснащен системой видеонаблюдения, пожаротушения, автомойкой, системой мойки колес. 4 Га оборудованной уютной зеленой территории. Мон ..."
24001935,3,"Да","Октябрьская",10,"Мытная","7","3",13,116,90,16,33668500,957035,706715,"CENTURY 21","22.01.2014 6:20:24","Тел.: +7(965)430-89-88, http://http://zapad.c21russia.com/, mailto:t.dima@c21russia.com","","Квартира 3-комн., общ.пл.-116.50, жил.пл.-90.00, кухня-16, метро или район:Октябрьская, 10 мин. п, адрес:Москва, Мытная, 7, этаж/этажность -3/13, новостройка, распашенка, 2 окна во внутренний двор, 1 на мытную, оформление 2% оплачивается дополнительно. Изолированный от внешнего мира собственный двор Английского квартала - это огромное преимущество. Вы можете не беспокоиться о безопасности Вас и Ваших детей - двор полностью огорожен и круглосуточно охраняется. Квартал имеет трехуровневую сист ..."
24013300,3,"Да","Серпуховская",10,"Мытная","17","3",17,105,0,NA,33700000,957930,707376,"CENTURY 21","22.01.2014 6:35:11","Тел.: +7 (903) 175-50-88, http://http://zapad.c21russia.com/, mailto:m.bespalov@c21russia.com","","Квартира 3-комн., общ.пл.-105.00, жил.пл.-0.00, кухня-?, метро или район:Серпуховская, 10 мин. п, адрес:Москва, Мытная, 17, этаж/этажность -3/17, новостройка, ЖК Английский квартал, 3 комн. кв., секция. 5, этаж 3, тип 2, Актуальность: 30 дек '13. Вид: 4 окна во внутр двор, на беседку, О комплексе: продажа квартир по уступке, собственность по суду, ипотеки нет. м. Октябрьская. В наличии около 120 предложений квартир, звоните!, Цена:33.7 млн. руб."
24013299,3,"Да","Серпуховская",10,"Мытная","17","3",17,105,0,NA,33700000,957930,707376,"CENTURY 21","22.01.2014 6:35:11","Тел.: +7 (903) 175-50-88, http://http://zapad.c21russia.com/, mailto:m.bespalov@c21russia.com","","Квартира 3-комн., общ.пл.-105.00, жил.пл.-0.00, кухня-?, метро или район:Серпуховская, 10 мин. п, адрес:Москва, Мытная, 17, этаж/этажность -3/17, новостройка, ЖК Английский квартал, 3 комн. кв., секция. 5, этаж 3, тип 2, Актуальность: 30 дек '13. Вид: 4 окна во внутр двор, на беседку, О комплексе: продажа квартир по уступке, собственность по суду, ипотеки нет. м. Октябрьская. В наличии около 120 предложений квартир, звоните!, Цена:33.7 млн. руб."
